eq_id,shareClassFIGI,legal_name
EQ0022033,BBG001SKBQ84,HEILONGJIANG AGRICULTURE-A
EQ0022034,BBG001SKBT15,SANY HEAVY INDUSTRY CO LTD-A
EQ0022035,BBG001SKBWB7,VEDAN INTERNATIONAL HOLDINGS
EQ0022036,BBG001SKBX70,HOA AN JSC
EQ0022037,BBG001SKBXB5,SAVIMEX CORP
EQ0022038,BBG001SKBXD3,MV OIL TRUST
EQ0022039,BBG001SKBYZ7,PROSPERITY DIELECTRICS CO LT
EQ0022040,BBG001SKC124,STEREOTAXIS INC
EQ0022041,BBG001SKC160,SAMAD MISR -EGYFERT
EQ0022042,BBG001SKC1F0,UNIVERSAL (UNIPACK)
EQ0022043,BBG001SKC2C1,BRITE-TECH BHD
EQ0022044,BBG001SKC3W7,BIOFORCE NANOSCIENCES HOLDIN
EQ0022045,BBG001SKC4G3,KUMBA IRON ORE LTD
EQ0022046,BBG001SKC570,EFUN TECHNOLOGY CO LTD
EQ0022047,BBG001SKC5K5,WADAKOHSAN CORP
EQ0022048,BBG001SKCCC9,VALUE GRUPO FINANCIERO SAB D
EQ0022049,BBG001SKCCG5,OCTOPUS AIM VCT PLC
EQ0022050,BBG001SKCG94,YB VENTURES BHD
EQ0022051,BBG001SKCGB1,KSS LINE LTD
EQ0022052,BBG001SKCK95,NABTESCO CORP
EQ0022054,BBG001SKCL11,MOUNT RIDLEY MINES LTD
EQ0022055,BBG001SKCL57,DEPO AUTO PARTS IND CO LTD
EQ0022056,BBG001SKCLH4,MIN AIK TECHNOLOGY CO LTD
EQ0022057,BBG001SKCLK0,JEILIN TECHNOLOGY CO LTD
EQ0022058,BBG001SKCLM8,DACOME INTERNATIONAL LTD
EQ0022059,BBG001SKCLP5,TOP HIGH IMAGE CORP
EQ0022060,BBG001SKCMQ2,HANSSEM CO LTD
EQ0022061,BBG001SKCN53,SPC POWER CORP
EQ0022062,BBG001SKCNC5,SANTOVA LTD
EQ0022063,BBG001SKCNF2,TOABO CORP
EQ0022064,BBG001SKCQ38,KERNEX MICROSYSTEMS (I) LTD
EQ0022065,BBG001SKCRR0,SAUDI AMERICAN HOLDINGS CORP
EQ0022066,BBG001SKCSK5,SANTEON GROUP INC
EQ0022068,BBG001SKCTL2,CALISSIO RESOURCES GROUP INC
EQ0022069,BBG001SKD0J7,DA-LI DEVELOPMENT CO LTD
EQ0022070,BBG001SKD0Z9,APEX INTERNATIONAL FINANCIAL
EQ0022071,BBG001SKD267,INTER CARS SA
EQ0022072,BBG001SKD276,GD ENTERTAINMENT & TECHNOLOG
EQ0022073,BBG001SKD2F7,SHEERVISION INC
EQ0022074,BBG001SKD338,TACHENG REAL ESTATE CO LTD
EQ0022075,BBG001SKD374,MAHAKA MEDIA TBK PT
EQ0022076,BBG001SKD3H3,FIRM CAPITAL PROPERTY TRUST
EQ0022078,BBG001SKD766,JPC CONNECTIVITY INC
EQ0022079,BBG001SKD775,KRUNGTHAI CARD PCL
EQ0022080,BBG001SKD917,CXJ GROUP CO LTD
EQ0022081,BBG001SKD9H0,NORTH NAVIGATION CONTROL T-A
EQ0022083,BBG001SKDJH8,EPAM SYSTEMS INC
EQ0022084,BBG001SKDLQ3,SAN FU CHEMICAL CO LTD
EQ0022085,BBG001SKDM45,STRACO CORPORATION LTD
EQ0022087,BBG001SKDP11,BLUE HORIZON GLOBAL CAPITAL
EQ0022088,BBG001SKDP84,CARROLL SHELBY INTERNATIONAL
EQ0022089,BBG001SKDQ55,KEPCO PLANT SERVICE & ENGINE
EQ0022090,BBG001SKDQ64,DSR WIRE CORP
EQ0022091,BBG001SKDQV6,VERIS LTD
EQ0022092,BBG001SKDXT4,FEEDBACK TECHNOLOGY CORP
EQ0022093,BBG001SKF1S3,SHUI ON LAND LTD
EQ0022094,BBG001SKF210,PEOPLES EDUCATIONAL HOLDINGS
EQ0022095,BBG001SKF238,C2 BLOCKCHAIN INC
EQ0022096,BBG001SKF2K9,FOCI FIBER OPTIC COMMUNICATI
EQ0022097,BBG001SKF416,BEOWULF MINING PLC
EQ0022098,BBG001SKF452,NOW CORP
EQ0022099,BBG001SKF470,SUNTRADE GROUP AB
EQ0022100,BBG001SKF4V3,BEIJING SHENZHOU HANGTIAN -A
EQ0022101,BBG001SKF5W9,SHANDONG HOMEY AQUATIC DEV-A
EQ0022102,BBG001SKF746,EMP SOLUTIONS INC
EQ0022103,BBG001SKFFQ4,MITACHI CO LTD
EQ0022105,BBG001SKFKY4,HERBALIFE LTD
EQ0022106,BBG001SKFL09,BODY ONE
EQ0022107,BBG001SKFL27,SHANDONG IRON AND STEEL CO-A
EQ0022108,BBG001SKFN05,KINGSTATE ELECTRONICS CORP
EQ0022109,BBG001SKFNR6,KOREA PLASMA TECHNOLOGY U CO
EQ0022110,BBG001SKFNS5,HWAIL PHARM CO LTD
EQ0022111,BBG001SKFNV1,ES CUBE CO LTD
EQ0022112,BBG001SKFP19,XIAMEN TUNGSTEN CO LTD-A
EQ0022113,BBG001SKFP46,SHIEH YIH MACHINERY INDUSTRY
EQ0022114,BBG001SKFPK8,ENCORE CAPITAL GROUP INC
EQ0022115,BBG001SKFPL7,BROADWIND INC
EQ0022116,BBG001SKFQM4,COMPUAGE INFOCOM LTD
EQ0022117,BBG001SKFQZ0,GENEX PHARMACEUTICAL INC
EQ0022118,BBG001SKFS22,AKER TECHNOLOGY CO LTD
EQ0022119,BBG001SKFSQ6,INDIAN BANK
EQ0022120,BBG001SKFV25,ACME ELECTRONICS CORPORATION
EQ0022121,BBG001SKFW41,TENAZ ENERGY CORP
EQ0022122,BBG001SKFWP8,INTERFLEX CO LTD
EQ0022123,BBG001SKFYP4,S POLYTECH CO LTD
EQ0022124,BBG001SKFYQ3,RFTECH CO LTD
EQ0022125,BBG001SKFYS1,GNCO CO LTD
EQ0022126,BBG001SKFZ53,PROVECTUS BIOPHARMACEUTICA-A
EQ0022127,BBG001SKG040,AITKEN SPENCE HOTEL HOLDINGS
EQ0022128,BBG001SKG0B2,LG ELECTRONICS INC
EQ0022129,BBG001SKG157,CRITICAL ELEMENTS LITHIUM CO
EQ0022130,BBG001SKG353,SHUANG BANG INDUSTRIAL CORP
EQ0022131,BBG001SKG488,PNC INTERNATIONAL INC
EQ0022132,BBG001SKG4G9,HIGHLIGHT TECH CORP
EQ0022133,BBG001SKG4K4,LASER TEK TAIWAN CO LTD
EQ0022134,BBG001SKG4L3,ALL RING TECH CO LTD
EQ0022135,BBG001SKG4S6,NEW ERA ELECTRONICS CO LTD
EQ0022136,BBG001SKG4T5,HANNSTOUCH HOLDINGS CO
EQ0022137,BBG001SKG4V2,TAIWAN OASIS TECHNOLOGY CO L
EQ0022138,BBG001SKG521,HYWEB TECHNOLOGY CO LTD
EQ0022139,BBG001SKG549,LI MING DEVELOPMENT CO LTD
EQ0022140,BBG001SKG558,LI HSUAN DEVELOPMENT & CONST
EQ0022141,BBG001SKG576,C-MEDIA ELECTRONICS INC
EQ0022142,BBG001SKG585,TEAMPHON ENERGY CO LTD
EQ0022143,BBG001SKG5G6,SAN FAR PROPERTY LTD
EQ0022144,BBG001SKG5J3,QUANTA STORAGE INC
EQ0022145,BBG001SKG5R4,HER CHEE INDUSTRIAL CO LTD
EQ0022146,BBG001SKG5S3,NEITH CORP
EQ0022147,BBG001SKG5T2,CHANNEL WELL TECHNOLOGY CO
EQ0022148,BBG001SKG5V9,NEW PALACE INTERNATIONAL CO
EQ0022149,BBG001SKG5W8,CYBERTAN TECHNOLOGY INC
EQ0022150,BBG001SKG5Y6,AMIGO TECHNOLOGY CO LTD
EQ0022151,BBG001SKG647,ADDA CORP
EQ0022152,BBG001SKG665,LEADER ELECTRONICS INC
EQ0022153,BBG001SKG674,MALTERIES FRANCO-BELGES
EQ0022154,BBG001SKG692,KUO TOONG INTL CO LTD
EQ0022155,BBG001SKG6C8,BENQ MEDICAL TECHNOLOGY CORP
EQ0022156,BBG001SKG6D7,SUNDER BIOMEDICAL TECH CO
EQ0022157,BBG001SKG6M7,CHIN HIN GROUP PROPERTY BHD
EQ0022158,BBG001SKG6W6,SYSTEX CORP
EQ0022159,BBG001SKG8L4,PROMATE ELECTRONIC CO LTD
EQ0022160,BBG001SKG9Q7,TAKEUCHI MFG CO LTD
EQ0022161,BBG001SKGB19,ADVENTA BHD
EQ0022162,BBG001SKGB28,MIRACLE AUTOMATION ENGINEE-A
EQ0022163,BBG001SKGB91,MILLENNIUM SILVER CORP
EQ0022164,BBG001SKGBX4,XEBEC ADSORPTION INC
EQ0022165,BBG001SKGCS8,POSCO-THAINOX PCL
EQ0022166,BBG001SKGD60,GATEKEEPER USA INC
EQ0022167,BBG001SKGGG2,EAU TECHNOLOGIES INC
EQ0022168,BBG001SKGJF7,CHINA PHARMA HOLDINGS INC
EQ0022169,BBG001SKGKW5,UNIVERSAL APPAREL & TEXTILE
EQ0022170,BBG001SKGLB6,BEIJING HEALTH HOLDINGS LTD
EQ0022171,BBG001SKGVV2,KH VATEC CO LTD
EQ0022172,BBG001SKGVX0,WOOWON DEVELOPMENT CO LTD
EQ0022173,BBG001SKGVY9,CELLUMED CO LTD
EQ0022174,BBG001SKGWS4,PHYTOHEALTH CORP
EQ0022175,BBG001SKGYQ2,ATE ENERGY INTERNATIONAL CO
EQ0022176,BBG001SKH058,ADENTRA INC
EQ0022177,BBG001SKH218,DAIKOKU DENKI CO LTD
EQ0022178,BBG001SKH995,BENEFICIAL HOLDINGS INC
EQ0022179,BBG001SKH9D0,PHARMA MAR SA
EQ0022180,BBG001SKH9M0,EGING PHOTOVOLTAIC TECHNO-A
EQ0022181,BBG001SKHDC2,HANNONG CHEMICALS INC
EQ0022182,BBG001SKHDF9,HYPER CORPORATION INC
EQ0022183,BBG001SKHDG8,LEADERS COSMETICS CO LTD
EQ0022184,BBG001SKHF37,SAMYUNG ENC CO LTD
EQ0022185,BBG001SKHF91,HANSUNG CLEANTECH CO LTD/NEW
EQ0022186,BBG001SKHL61,SERRANO RESOURCES LTD
EQ0022187,BBG001SKHLD3,S ISHIMITSU & CO LTD
EQ0022188,BBG001SKHN58,MOPOLI - ORDINARY SHARE
EQ0022189,BBG001SKHPN3,HELLOWORLD TRAVEL LTD
EQ0022190,BBG001SKHQ33,BOW STREET GROUP PLC
EQ0022191,BBG001SKHRW9,PACIFIC HOSPITAL SUPPLY CO
EQ0022192,BBG001SKHS57,PWF CORP BHD
EQ0022193,BBG001SKHTP3,KORYO ELECTRONICS CO LTD
EQ0022194,BBG001SKHV14,RIGHTMOVE PLC
EQ0022195,BBG001SKHVJ5,WATTS CO LTD
EQ0022196,BBG001SKHWF7,POYA INTERNATIONAL CO LTD
EQ0022197,BBG001SKHWM9,FOX WIZEL LTD
EQ0022198,BBG001SKJ056,HUNAN CHENDIAN INTL DEV SH-A
EQ0022199,BBG001SKJ127,NICHE CAPITAL EMAS HOLDING
EQ0022200,BBG001SKJ216,GAKUJO CO LTD
EQ0022201,BBG001SKJ3F9,LINGBAO GOLD GROUP CO LTD-H
EQ0022202,BBG001SKJ3Z7,CBRAIN A/S
EQ0022203,BBG001SKJ4K1,WASTE CONNECTIONS INC
EQ0022204,BBG001SKJ5B8,POWER LOGICS CO LTD
EQ0022205,BBG001SKJ5D6,WELCRON CO LTD
EQ0022206,BBG001SKJB25,IMPERIAL METALS CORP
EQ0022207,BBG001SKJB43,SILVER ELEPHANT MINING CORP
EQ0022208,BBG001SKJB98,ATLANTIS GAMING CORP
EQ0022209,BBG001SKJG51,NEWRON PHARMACEUTICALS SPA
EQ0022210,BBG001SKJGF0,GLOBAL PHARMATECH INC
EQ0022211,BBG001SKJJ64,MALTA INTNL AIRPORT-A SHARES
EQ0022212,BBG001SKJJT9,NEXSTAR MEDIA GROUP INC
EQ0022213,BBG001SKJKS7,UNITY BANK PLC
EQ0022214,BBG001SKJKW2,ALLIED FARMERS LTD
EQ0022215,BBG001SKJM49,SHUANGLIANG ECO-ENERGY SYS-A
EQ0022216,BBG001SKJMD9,ADIRA DINAMIKA MULTI FINANCE
EQ0022217,BBG001SKJQ68,NE NEUNGYULE INC
EQ0022218,BBG001SKJSG3,CHANGS ASCENDING ENTERPRISE
EQ0022219,BBG001SKJSY3,KENT INDUSTRIAL CO LTD
EQ0022220,BBG001SKJV12,CAPRICOR THERAPEUTICS INC
EQ0022221,BBG001SKJVR4,ENTERPRISE FINANCIAL SERVICE
EQ0022222,BBG001SKJWK9,VSTECS HOLDINGS LTD
EQ0022223,BBG001SKJX72,HEPHAESTUS HOLDINGS LTD
EQ0022224,BBG001SKJYG0,ARYZTA AG
EQ0022225,BBG001SKJYM3,ITE TECHNOLOGY INC
EQ0022226,BBG001SKJZ59,SCAN-D CORPORATION
EQ0022227,BBG001SKJZ77,ZHEJIANG CHINA COMMODITIES-A
EQ0022228,BBG001SKJZH6,SPENDA LTD
EQ0022229,BBG001SKK1Z9,SK3 GROUP INC
EQ0022230,BBG001SKK287,CHINA NATURAL GAS INC
EQ0022231,BBG001SKK2T4,OKA CORP BHD
EQ0022232,BBG001SKK483,AEOREMA COMMUNICATIONS GROUP
EQ0022233,BBG001SKK4S1,BANK OF INDIA INDONESIA TBK
EQ0022234,BBG001SKK571,BEIJING JINGNENG POWER CO -A
EQ0022235,BBG001SKK624,TALLINK GRUPP AS
EQ0022236,BBG001SKK7F8,ZHEJIANG CONBA PHARMACEUTI-A
EQ0022237,BBG001SKK875,OCONEE FINANCIAL CORP
EQ0022238,BBG001SKK8X6,FIRST INVESTMENT CO KSCC
EQ0022239,BBG001SKK946,FORU HOLDINGS INC
EQ0022240,BBG001SKKCS3,LOTUS BAKERIES
EQ0022241,BBG001SKKGS4,ROYALE HOME HOLDINGS LTD
EQ0022242,BBG001SKKHB0,LUXPIA CO LTD
EQ0022243,BBG001SKKJC5,HALMONT PROPERTIES CORP
EQ0022244,BBG001SKKK23,TECHCOM INC
EQ0022245,BBG001SKKQ39,SM LIFE DESIGN GROUP CO LTD
EQ0022246,BBG001SKKQD8,WIABLE CORP
EQ0022247,BBG001SKKQH4,JK SYNAPSE CO LTD
EQ0022248,BBG001SKKQK0,INSUN ENT CO LTD
EQ0022249,BBG001SKKQP5,T SCIENTIFIC CO LTD
EQ0022250,BBG001SKKQV8,PAKERS CO LTD
EQ0022251,BBG001SKKRC7,NOVATECH INDUSTRIES
EQ0022252,BBG001SKKTH8,WAFER WORKS CORP
EQ0022253,BBG001SKKTY9,VIRTRA INC
EQ0022254,BBG001SKKV10,BARON CAPITAL ENTERPRISE INC
EQ0022255,BBG001SKKV29,TRACK GROUP INC
EQ0022256,BBG001SKKV47,ACCRELIST LTD
EQ0022257,BBG001SKKWD5,LUMAX INTERNATIONAL CORP LTD
EQ0022258,BBG001SKKWH1,RICH CIRCLE DEVELOPMENT CO L
EQ0022259,BBG001SKKWS9,LUMAX AUTO TECHNOLOGIES LTD
EQ0022260,BBG001SKKWZ1,SAMCHAI STEEL INDUSTRIES PCL
EQ0022261,BBG001SKKX07,PACIFIC PIPE PCL
EQ0022262,BBG001SKKYT4,EM-TECH CO LTD
EQ0022263,BBG001SKL1M2,SPL INDUSTRIES LTD
EQ0022264,BBG001SKL2F8,GLOBAL TESTING CORP LTD
EQ0022265,BBG001SKL5K5,COENZYME A INC
EQ0022266,BBG001SKL7V9,THANH THAI GROUP JSC
EQ0022267,BBG001SKL9Y2,UNIQUE GLOBAL INNOVATIVE SOL
EQ0022268,BBG001SKLC93,ADO OPTRONICS CORP
EQ0022269,BBG001SKLD00,HYUNDAI FUTURENET CO LTD
EQ0022270,BBG001SKLF23,RADIANT LOGISTICS INC
EQ0022271,BBG001SKLFF9,MDWERKS INC
EQ0022272,BBG001SKLGZ5,OKP HOLDINGS LTD
EQ0022273,BBG001SKLLN7,MARKER THERAPEUTICS INC
EQ0022274,BBG001SKLNB6,ENX GROUP LTD
EQ0022275,BBG001SKLNL5,HENAN ZHONGYUAN EXPRESSWAY-A
EQ0022276,BBG001SKLNZ0,EMINENT LUGGAGE CORP
EQ0022277,BBG001SKLPV9,GOLDSTONE RESOURCES LTD
EQ0022278,BBG001SKLT23,AUO CORP - SPON ADR
EQ0022279,BBG001SKLXS6,EESTECH INC
EQ0022280,BBG001SKLXW1,NEXTTRIP INC
EQ0022281,BBG001SKM043,TIAN DI SCIENCE & TECHNOLO-A
EQ0022282,BBG001SKM1S5,COMSYS HOLDINGS CORP
EQ0022283,BBG001SKM329,NAIM HOLDINGS BERHAD
EQ0022284,BBG001SKM3B9,MAJAN COLLEGE
EQ0022285,BBG001SKM3S1,WISTRON CORP
EQ0022286,BBG001SKM445,PROVIDENT FINANCIAL SERVICES
EQ0022287,BBG001SKM4V5,SERIA CO LTD
EQ0022288,BBG001SKM8C7,SICHUAN XICHANG ELECTRIC P-A
EQ0022289,BBG001SKM9K6,DAFENG TV LTD
EQ0022290,BBG001SKMDF3,TOMEN DEVICES CORP
EQ0022291,BBG001SKMDL6,FP NEWSPAPERS INC
EQ0022292,BBG001SKMGQ4,CENTREPOINT ALLIANCE LTD
EQ0022293,BBG001SKMH64,PCI BIOTECH HOLDING ASA
EQ0022294,BBG001SKMK94,M&C SAATCHI PLC
EQ0022295,BBG001SKMKM9,CHIFENG JILONG GOLD MINING-A
EQ0022296,BBG001SKML10,ZALEMARK HOLDING CO INC
EQ0022297,BBG001SKMM63,CORP FINANCIERA COLOM-SP ADR
EQ0022298,BBG001SKMNW2,SYMRISE AG
EQ0022299,BBG001SKMNX1,XTL BIOPHARMACEUTICALS-ADR
EQ0022300,BBG001SKMRS8,FABRICAI INC
EQ0022301,BBG001SKMSX0,SHANDONG PHARMACEUTICAL - A
EQ0022302,BBG001SKMTK2,OPNET TECHNOLOGIES CO LTD
EQ0022303,BBG001SKMTV0,TIEN LIANG BIOTECH CO LTD
EQ0022304,BBG001SKMV27,TAIFLEX SCIENTIFIC CO LTD
EQ0022305,BBG001SKMVM5,STERLING METALS CORP
EQ0022306,BBG001SKMW43,SEEK LTD
EQ0022307,BBG001SKMWN2,AAC TECHNOLOGIES HOLDINGS IN
EQ0022308,BBG001SKMWS7,SUNNY OPTICAL TECH
EQ0022309,BBG001SKMXR6,IC PLUS CORP
EQ0022310,BBG001SKMY21,SANQUAN FOOD CO LTD-A
EQ0022311,BBG001SKMYG6,JINDALEE LITHIUM LTD
EQ0022312,BBG001SKMYV9,AUSMON RESOURCES LTD
EQ0022313,BBG001SKN2W7,HEETON HOLDINGS LTD
EQ0022314,BBG001SKN328,TOPSEC TECHNOLOGIES GROUP -A
EQ0022315,BBG001SKN355,SHENZHEN NOPOSIN CROP SCIE-A
EQ0022316,BBG001SKN3Q2,MEDICAL FACILITIES CORP
EQ0022317,BBG001SKN6N8,SAGUARO HOLDINGS CORP
EQ0022318,BBG001SKN8K7,EVEROCK INC
EQ0022319,BBG001SKN8M5,NABALTEC AG
EQ0022320,BBG001SKNC82,EASTNINE AB
EQ0022321,BBG001SKND62,INFORMATION PLANNING CO LTD
EQ0022322,BBG001SKNH90,YING LI INTERNATIONAL REAL E
EQ0022323,BBG001SKNHB7,NET PACIFIC HOLDINGS LTD
EQ0022324,BBG001SKNHF3,FAR EAST WIND POWER CORP
EQ0022325,BBG001SKNJ14,TRADE-VAN INFO SERVICES CO
EQ0022326,BBG001SKNL28,CHANGJIANG & JINGGONG BUIL-A
EQ0022327,BBG001SKNM26,BUBBLR INC
EQ0022328,BBG001SKNNS6,MASTERCARD INC - A
EQ0022329,BBG001SKNQX3,TEMECULA VALLEY BANCORP INC
EQ0022330,BBG001SKNRS7,PENPOWER TECHNOLOGY LTD
EQ0022331,BBG001SKNRT6,AIPLEX CORP
EQ0022332,BBG001SKNRV3,ADMIRALTY RESOURCES NL
EQ0022333,BBG001SKNSX9,MSB GLOBAL CAPITAL CORP
EQ0022334,BBG001SKNTR4,NICK SCALI LTD
EQ0022335,BBG001SKP1H4,AMERICAN FILMS INC
EQ0022336,BBG001SKP2C7,WA GOLD LTD
EQ0022337,BBG001SKP2Y3,MAGELLAN FINANCIAL GROUP LTD
EQ0022338,BBG001SKP5T2,EDITA FOOD INDUSTRIES SAE
EQ0022339,BBG001SKP665,MED GULF FOR INSURANCE
EQ0022340,BBG001SKP7Z1,CUREXO INC
EQ0022341,BBG001SKP807,ABCO ELECTRONICS CO LTD
EQ0022342,BBG001SKP825,COSLEAGUER GLOBAL CO LTD
EQ0022343,BBG001SKP834,HC HOMECENTER CO LTD
EQ0022344,BBG001SKP843,SPG CO LTD
EQ0022345,BBG001SKP852,SAMHO DEVELOPMENT CO LTD
EQ0022346,BBG001SKP861,SEOHO ELECTRIC CO LTD
EQ0022347,BBG001SKP8S7,THERMA-MED INC
EQ0022348,BBG001SKP8T6,LYRIC JEANS INC
EQ0022349,BBG001SKP8X1,BMP AI TECHNOLOGIES INC
EQ0022350,BBG001SKP8Y0,TOTALLY HIP TECHNOLOGIES INC
EQ0022351,BBG001SKP9V1,FU HUA INNOVATION CO LTD
EQ0022352,BBG001SKP9W0,TIENPIN UNITED ENTERPRISE CO
EQ0022353,BBG001SKPB28,WILSON BANK HOLDING CO
EQ0022354,BBG001SKPCN3,UNITED BREWERIES LTD
EQ0022355,BBG001SKPD88,PETRONET LNG LTD
EQ0022356,BBG001SKPFK9,BIO-GATE AG
EQ0022357,BBG001SKPG54,DLF LTD
EQ0022358,BBG001SKPH70,MARKSMEN ENERGY INC
EQ0022359,BBG001SKPHS7,E-CHANNELLING PLC
EQ0022360,BBG001SKPKW5,SHANXI CHANGCHENG MICROLIG-H
EQ0022361,BBG001SKPLD4,CYGNUS OIL AND GAS CORP
EQ0022362,BBG001SKPP18,THAI HA PCL
EQ0022363,BBG001SKPP54,CREATIVE SENSOR INC
EQ0022364,BBG001SKPP63,ZENG HSING INDUSTRIAL CO LTD
EQ0022365,BBG001SKPQR8,DUOPHARMA BIOTECH BHD
EQ0022366,BBG001SKPT56,PAZ RETAIL AND ENERGY LTD
EQ0022367,BBG001SKPTY4,COASIA ELECTRONICS CORP
EQ0022368,BBG001SKPV60,FIDELITY UNITED INSURANCE CO
EQ0022369,BBG001SKPXB0,ARCUS DEVELOPMENT GROUP INC
EQ0022370,BBG001SKPXS2,NOVA MSC BHD
EQ0022371,BBG001SKQ1B9,QUICK-MED TECHNOLOGIES INC
EQ0022372,BBG001SKQ281,INVESCO BOND INCOME PLUS LTD
EQ0022373,BBG001SKQ2J9,DR LAL PATHLABS LTD
EQ0022374,BBG001SKQ2Y2,ORIGIN AGRITECH LTD
EQ0022375,BBG001SKQ2Z1,VISKASE COS INC
EQ0022376,BBG001SKQ3R8,RUBY TECH CORP
EQ0022377,BBG001SKQ6B8,AD-SOL NISSIN CORP
EQ0022378,BBG001SKQ8Q8,KAANAPALI LAND LLC
EQ0022380,BBG001SKQD96,NAN YA PRINTED CIRCUIT BOARD
EQ0022381,BBG001SKQJG5,AVANTIA CO LTD
EQ0022382,BBG001SKQK54,TAIWAN TAKISAWA TECHNOLOGY C
EQ0022383,BBG001SKQNS3,BANCA GENERALI SPA
EQ0022384,BBG001SKQNV9,CARAVEL MINERALS LTD
EQ0022385,BBG001SKQPK6,GEROVA FINANCIAL GROUP LTD
EQ0022386,BBG001SKQQR7,ASTRA MICROWAVE PRODUCTS LTD
EQ0022387,BBG001SKQQW1,YTL HOSPITALITY REIT
EQ0022388,BBG001SKQRX8,ARROW MINERALS LTD
EQ0022389,BBG001SKQSN7,CCP CONTACT PROBES CO LTD
EQ0022390,BBG001SKQTF4,KO YO CHEMICAL GROUP LTD
EQ0022391,BBG001SKQWD9,BLENDER BITES LTD
EQ0022392,BBG001SKQWH5,WUXI COMMERCIAL MANSION CO-A
EQ0022393,BBG001SKQX38,STRATUS CAPITAL CORP
EQ0022394,BBG001SKQXF5,FLYTECH TECHNOLOGY CO LTD
EQ0022395,BBG001SKQXH3,AXIOMTEK CO LTD
EQ0022396,BBG001SKQXJ1,YFC-BONEAGLE ELECTRIC CO LTD
EQ0022397,BBG001SKQXY4,INTERNATIONAL RESEARCH CORP
EQ0022398,BBG001SKQYR0,BIOCENTRIC ENERGY HOLDINGS I
EQ0022399,BBG001SKR048,CHERISH SUNSHINE INTERNATION
EQ0022400,BBG001SKR1D6,HENAN ZHONGFU INDUSTRY CO-A
EQ0022402,BBG001SKR1X4,HYOSUNG ONB CO LTD
EQ0022403,BBG001SKR440,AIMAX BHD
EQ0022405,BBG001SKR547,AFI PROPERTIES LTD
EQ0022406,BBG001SKR574,MEIJI ELECTRIC INDUSTRIES CO
EQ0022407,BBG001SKR7H9,ZENITH BANK PLC
EQ0022409,BBG001SKR7X1,SCHOUW & CO
EQ0022410,BBG001SKR9Y6,T-MOBILE US INC
EQ0022411,BBG001SKRBD4,TRIMAS CORP
EQ0022412,BBG001SKRCV2,SANWIRE CORP
EQ0022413,BBG001SKRCW1,PLUMAS BANCORP
EQ0022414,BBG001SKRDL1,TAIWAN KONG KING CO LTD
EQ0022415,BBG001SKRDM0,DAVICOM SEMICONDUCTORS INC
EQ0022416,BBG001SKRDN9,BAUER AG
EQ0022417,BBG001SKRDP7,HOTRON PRECISION ELECTRONIC
EQ0022418,BBG001SKRDR5,QUANTUM CLOVERA INVESTAMA TB
EQ0022419,BBG001SKRDW9,EPISIL-PRECISION INC
EQ0022420,BBG001SKRFF3,MACREPORT.NET INC/THE
EQ0022422,BBG001SKRJJ1,LIGATT SECURITY INTERNATIONA
EQ0022423,BBG001SKRJP4,CITIZENS COMMUNITY BANCORP I
EQ0022424,BBG001SKRL79,SFINKS POLSKA SA
EQ0022425,BBG001SKRL88,SHANDONG MOLONG PETROLEUM-H
EQ0022426,BBG001SKRLJ6,ENECO ENERGY LTD
EQ0022427,BBG001SKRLN1,AMS PUBLIC TRANSPORT HLDGS
EQ0022428,BBG001SKRMQ6,CASHBOX PARTYWORLD CO LTD
EQ0022429,BBG001SKRN39,JIANMIN PHARMACEUTICAL GRO-A
EQ0022430,BBG001SKRQ05,LANCASHIRE HOLDINGS LTD
EQ0022431,BBG001SKRSM7,INDOFOOD AGRI RESOURCES LTD
EQ0022432,BBG001SKRSW6,GREYSTONE LOGISTICS INC
EQ0022434,BBG001SKS047,SOC TUNISIENNE  DE VERRERIES
EQ0022435,BBG001SKS0X5,FII EDIF ALMIRANTE BARROS
EQ0022436,BBG001SKS163,CHIEN WEI PRECISE TECHNOLOGY
EQ0022437,BBG001SKS2P0,LOGINET JAPAN
EQ0022438,BBG001SKS4C0,PONYLINK CO LTD
EQ0022439,BBG001SKS4D9,HYUNDAI BIOSCIENCE CO LTD
EQ0022440,BBG001SKS500,"GOLDEN TRIANGLE VENTURES,INC"
EQ0022441,BBG001SKS519,ALLIANCE MEDIA HOLDINGS INC
EQ0022442,BBG001SKS528,SANARA MEDTECH INC
EQ0022443,BBG001SKS653,MULTICORP INTERNATIONAL INC
EQ0022444,BBG001SKSDC0,NEWFLEX TECHNOLOGY CO LTD
EQ0022445,BBG001SKSDQ5,BANK OF SAN FRANCISCO
EQ0022446,BBG001SKSF62,GOLDEN APPLE OIL & GAS INC
EQ0022447,BBG001SKSJN5,DAEHO AL CO LTD
EQ0022448,BBG001SKSJR1,ENGTEX GROUP BHD
EQ0022449,BBG001SKSKG0,MEDICAL INTERNATIONAL TECHNO
EQ0022450,BBG001SKSKH9,MARTINREA INTERNATIONAL INC
EQ0022451,BBG001SKSKR8,MISSION VALLEY BANCORP
EQ0022452,BBG001SKSL87,GRAND HALL ENTERPRISE CO LTD
EQ0022453,BBG001SKSM94,HOWTEH TECHNOLOGY CO LTD
EQ0022454,BBG001SKSMC0,GENESIS TECHNOLOGY INC
EQ0022455,BBG001SKSP97,JIANGXI TUNGSTEN RARE AND-A
EQ0022456,BBG001SKSRM8,ORACLE FINANCIAL SERVICES
